title,review_value,reviewer_name,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation
ANA All Nippon Airways customer review,9,M Auburn,28th March 2013,Tokyo to Frankfurt changed ticket from Lufthansa and tried ANA. Excellent seats with nice flat sleeping bed surface with nice cover and pillow. Food was really good tasty hot and nice choice of wines. The flight attendant service was the best I have experienced - much better than Lufthansa and also better than Thai Airways and Cathay Pacific that I used on recent trips.,,,Business Class,,,5.0,5.0,5.0,4.0,,4,yes
ANA All Nippon Airways customer review,2,M Kakishima,27th March 2013,LAX-HND-ITM round trip. Staff at check in unfriendly and confused. Requested special meals not onboard. LAX-HND and HND-LAX the first meal was a sandwich delivered by hand (without a tray). Selection of beverages was poor seat uncomfortable. The staff friendly but not helpful.,,,Economy Class,,,1.0,2.0,1.0,3.0,,3,no
ANA All Nippon Airways customer review,3,J Burnam,28th February 2013,Narita to Los Angeles. This Flight was booked on Orbitz with United but codeshared with ANA from Tokyo to LA. Ended up with bad seats as our confirmed seat were not honored by ANA. B777-300s shell seats in the economy section the worst I have experienced. The food served on the flight was excellent and the staff very helpful and friendly.,,,Economy Class,,,1.0,4.0,4.0,4.0,,2,no
ANA All Nippon Airways customer review,6,Richard Mest,27th February 2013,JFK-Tokyo staggered seating - excellent. Staff friendly but did not make any extra effort. I went to galley 3 times for a wine fill-up during dinner because of non existent service. Spoke with purser about this after meal and for rest of flight had an FA on me every minute which was also quite awkward. They really had no idea of proper service. Tokyo-Manila - ridiculous old plane inedible food but lovely if not apologetic service. Very disappointed.,,,Business Class,,,5.0,3.0,3.0,3.0,,3,no
ANA All Nippon Airways customer review,8,O Alvarado,25th February 2013,LAX-NRT-MNL flights enjoyable. The food and services were good and cabins and toilets were clean. The scheduled departure and arrival were consistent. Stopover in Narita was also consistent with the time frame.,,,Economy Class,,,4.0,4.0,4.0,4.0,,4,yes
ANA All Nippon Airways customer review,8,Haobin Wu,4th February 2013,Beijing Capital-Tokyo Narita NH 956 Boeing 767-300. The check-in procedure was friendly my baggage was directly checked to Seattle where my final destination is. I was taking ANA flight from Tokyo to Seattle but the flight was cancelled due to the suspension of 787 so they signed me to another United flight. Their apology was really sincere. On this flight the seat was comfortable with a fair pitch and recline the IFE was friendly with mostly Japanese movies and some Hollywood movies. Games and TV programmes were good. The cabin crews are very friendly with very good attitude and enthusiasm to serve you. The meal was the part that satisfies me the most. It's one of the most delicious in-flight food I've eaten. Very nice and enjoyable flight!,,,Economy Class,,,4.0,5.0,5.0,3.0,,5,yes
ANA All Nippon Airways customer review,2,Y Ogawa,31st January 2013,Took NH 1063 from HND to HNL earlier this month. The check in process was horrible. The Agent failed to let me know where the lounge was and didn't let me know that I was able to access the lounge since I was on an international business class ticket. I found the lounge and nothing fancy. Children were running around the food and drink selection was ok. Flight was uneventful. Seats on 767 product are clearly old. The comparable product on both JAL and UAL are much better at a better price. The food was horrible the entertainment system was old and the inflight service didn't tell me about snacks that I could have ordered at anytime. Would I fly them again? Probably not. They have good staff they just need to know how to respect the customers and staff.,,,Business Class,,,1.0,3.0,2.0,1.0,,1,no
ANA All Nippon Airways customer review,5,L Andres,30th January 2013,Took ANA from SEA-NRT-MNL and back. Flight from SEA to NRT and NRT to SEA were both 3 hours delayed. B787 was very nice comfy and lots of leg room. Cabin lights switched automatically and helped in resting. B777 interior is not good. Seats are too tight and not enough leg room. Food and drinks are the best though. B767 is much better than their B777. Poor inflight entertainment very few selections. Will I fly with ANA again? No not until they get better with their schedules and fix their B777 interiors. If they will use their 787s completely I might consider flying with them again. ANA's best asset - their flight crew very hardworking and the best customer service I've had in a flight.,,,Economy Class,,,2.0,5.0,4.0,1.0,,3,no
ANA All Nippon Airways customer review,10,P Lee,16th January 2013,Flew NH001 from IAD to NRT. Seat 2A. The existing 1st seat is more than satisfactory though its controls are worn and dated. As always NH service was excellent from the pyjamas 10-course Japanese and/or Western meals to the excellent alcohol selections. FAs always seemed to keep an eye out for passengers needing anything. Their attention to every detail was impressive. The IFE needed some updating. I strongly recommend ANA.,,,First Class,,,4.0,5.0,5.0,4.0,,4,yes
ANA All Nippon Airways customer review,8,Thomas Woodtli,19th December 2012,I had the opportunity to fly on the Dreamliner from Frankfurt to Tokyo-Haneda on November 16 2012. The first impression of the cabin was wonderful and spacious. Not to mention huge windows. ANA has installed seats which don't recline so do not to bother the passenger behind. The seat cushions aren't that smooth but acceptable for long-haul flights. The food was excellent with typically Japanese flavours.,,,Economy Class,,,4.0,4.0,5.0,5.0,,4,yes
ANA All Nippon Airways customer review,6,M Matsuda,19th December 2012,Flight between LHR and NRT (B777-300ER). First time to experience the fixed back seat. The seat itself was too hard not comfortable enough for a 12 hour flight. Also when you are in the position to sleep by sliding your seat you will have no space for your knees. The meals were just OK but entertainment was excellent. Each seat in Economy has got a power socket so you do not need to worry about battery on your mobile/laptop.,,,Economy Class,,,2.0,4.0,4.0,4.0,,2,yes
ANA All Nippon Airways customer review,9,D Phan,12th December 2012,4 segments starting at Washington Dulles to Tokyo Narita to Bangkok and return to Washington. In sum - an elegant business class. Food was delicious inflight service with a smile. Lavatories on aircraft kept spotlessly clean and transit lounge facility in Tokyo Narita superb.,,,Business Class,,,4.0,5.0,5.0,4.0,,5,yes
ANA All Nippon Airways customer review,10,Harvey Weingarten,3rd December 2012,Because of bad weather in SFO our flight from PHL was delayed and caused us to miss our SIA flight 001 to HKG. We were re-routed to LAX for ANA 1005 to Tokyo-Haneda. What a pleasant surprise. Business class on 777. From the LAX service desk personal to the cabin staff it was a perfect travel experience. The food was 5 star quality and presentation. The angled lie flat were comfy using the down comforters and large pillows. I look forward to fly ANA in the future.,,,Business Class,,,5.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,10,Yuto Kotani,13th November 2012,I had a flight last year on the B777-300ER. No problem at check in because it was a connected flight from Port Columbus (CMH). I speak Japanese so I had no problem with that. Good in-flight meal although it could use a refresh. I had the ANA mileage club so my family was able to move our seats. Great in-flight entertainment good seats for economy class and really good service from the flight attendants. My return flight was bound for Chicago. Same things as my flight there.,,,Economy Class,,,5.0,5.0,4.0,5.0,,4,yes
ANA All Nippon Airways customer review,2,M Aikawa,7th November 2012,HND-HNL and sad to say the service has dropped off. Told the seat I had confirmed was no longer available at check in was told to ask at the gate. At the gate they gave me a sigh and said to ask the Attendants onboard. Once onboard the Chief Purser was polite but too busy telling her staff what to do and I eventually went to my middle seat. After the plane took off I asked again and another attendant told me it was not possible even though there was an open aisle seat a few rows in front of mines. Its unfortunate but I don't think I will fly ANA for a while.,,,Premium Economy,,,1.0,3.0,3.0,2.0,,2,no
ANA All Nippon Airways customer review,8,P Tsumura,22nd October 2012,NRT-SFO-NRT two weeks back. Looking at some of the reviews already put up here - I have nothing new to add. The seats are very small makes sleep on long haul flights really impossible. But other than that I had a very pleasant flight both onward and return. The cabin crew always magically appeared next to me when I needed them and kept me happy by bringing me whatever I wanted to eat or drink. I watched 3 movies and chatted with my co-passengers with the latest seat to seat chat function! Would fly ANA again.,,,Economy Class,,,2.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,5,J Akai,21st October 2012,JFK to Narita (B777-300). Excited to try the fixed back shell seats went in with an open mind but unfortunately I cant give it a good review. The food and service is unbeatable but in terms of seat comfort I still prefer the traditional seats that recline. The bottom of the seat slides forward and the back slides down at an angle within the shell seat but the head rest remains straight up. When the seat is reclined you lose substantial amount of leg room. My knees were touching the back of the seat in front when in full recline. The foot rest/massager is good but the novelty wears off quickly. I was able to fall asleep but woke up on a number of occasions due to not having enough cushion. ANA should follow Cathay Pacific and eliminate the shell seating on their 777s.,,,Economy Class,,,1.0,5.0,5.0,3.0,,3,no
ANA All Nippon Airways customer review,8,E Cabilis,11th October 2012,Seattle to Manila via Narita on 777 on time. Aircraft clean including the toilet. Seat has a good pitch and inflight entertainment is good. The food has 2 choices Western and Japanese - both are only average. They serve a light snack consist of biscuits and mixed nuts which are good. The price paid for this flight is reasonable. The best thing about ANA is the cabin crew they are hardworking and the whole duration of the flight are serving drinks and attending the passenger needs to the point that the call button switch is not necessary. I would definitely fly with them again.,,,Economy Class,,,4.0,5.0,3.0,4.0,,4,yes
ANA All Nippon Airways customer review,3,C Nichols,9th October 2012,Just returned from Okinawa on ANA connecting through Narita. Domestic flight was okay. International flight to LAX a newly configured 777-300 was tough. The fixed back seat is the most uncomfortable seat - could not get comfortable for 10 hours. The food ranged from odd to not right. A word of advice when picking a western menu go with choices that capture a wider spectrum of the western palette. The service was okay however it took almost three hours for main cabin lights to be dimmed on an overnight flight. The inflight entertainment screens were nice. Best interactive flight tracker I have seen. Movie selection was lacking for the caliber of AVOD system ANA invested in.,,,Economy Class,,,2.0,3.0,2.0,3.0,,3,no
ANA All Nippon Airways customer review,9,Li Yunhao,9th September 2012,I flew HND-LAX last week on a 772. I had no opinion in the Value for Money because I was upgraded to biz class. The old-dated seats and entertainment systems in 772 need to be replaced. Flight crew are very nice though English is hard to understand sometimes.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,2,K Snyder,9th September 2012,I recently flew on ANA Business Class from Narita to Chicago and was served my beef fillet uncooked (not even rare) and had to ask that it be cooked further. When we were served breakfast it wasn't even heated up cold omelette. Again we had to ask them to take it back and at least warm it. They warmed it to the minimum. Staff turns up the heat during flight (I assume to put everyone to sleep) as service is hard to come by in between meal service. Overall service and food needs to be improved to ensure quality service in all cabins. Service needs to be checked or aisles at least walked between meal services. Air temp. needs to be cooler. We were seated in business class. The seats are ok but still not comfortable when in flat bed mode. I would only take ANA again if I got a free ticket using miles.,,,Business Class,,,,,,,,1,no
ANA All Nippon Airways customer review,3,M Cameto,13th August 2012,NRT-CDG. I have been a regular customer of ANA over the last 10 years (meaning bronze member most years). In recent years the overall quality is going down terribly. The worst is probably the new economy class seats used now on virtually all long haul flights that do not recline. Seats on long haul flights that do not recline. Try getting some rest in those seats if you're more than 175 cm tall. Second worst is mileage awards/accrual policy which terribly lags behind the competition in star alliance and elsewhere. Most tickets bought with ANA now only provide you with 50% actual miles accrual. Third is small size of portions (though nice food I must say). All in all ANA has gone down and I now prefer flying United to the US or Lufthansa to Europe. This is a shame because this used to be a really great company.,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,10,R Calvo,9th August 2012,Flew Seattle to Tokyo recently with ANA. The crew were the selling point of the trip. They never ran out of smiles and provided excellent inflight service. Tasty food and the best inflight fruit juice I've had on a plane.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,3,Charles Nave,7th August 2012,Flew ANA return from Singapore to Tokyo in July 2012. Seats do not recline in economy however the bottom cushion shifts forward. For someone of average height this is probably fine however being over 6ft this just crushes my leg room so had to spend the entire midnight flight trying to sleep in a completely upright position. Secondly the meals were awful. I had the choice of a local meal and a 'western meal' of a hamburger covered in cheese with one small baby carrot. Finally the entertainment system was really not first class and offered little variety. Either way I will be paying a premium next time to fly with a better carrier.,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,8,Tony Banwait,1st August 2012,Manila to Narita in July 2012. Quite impressed with good attentive service by nice cabin crew. Choice of meals offered and free flowing beer or wine. Pleasant flight overall. Only annoyance I had was no one from economy was permitted to deplane until the entire business cabin was empty. This took at least ten minutes of us standing in the aisle and definitely caused some passenger to become irritated.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,S Medina,22nd July 2012,They were extremely helpful in putting us on an earlier flight to ensure we made our connection as well as retrieving our bags to ensure they made it to our destination with us. The cabin attendants were polite and gracious. Our seats were comfortable and roomy and made our 12 hour flight not just bearable but enjoyable. I would recommend for their professionalism and efficiency.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,B Chua,22nd July 2012,SIN-NRT-SIN. Service was excellent on both legs. Flight attendants were warm and prompt to attend to customers' needs. After meal time they went around frequently to offer water juice or tea to keep us hydrated for the flight. Inflight entertainment was alright. However some foreign movies didn't have English subtitles so English speaking customers are pretty much limited to Hollywood movies. Food served was pretty good. Instead of just verbally asking you for the meal option they provided a picture of the two options so it made the selection much easier. Customers know what to expect from the picture. I also like how Fiji mineral water bottles were given out during meal times. I would definitely fly with ANA again.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,C Kim,22nd July 2012,This was my second trip on ANA and similar to my previous experience I must say that the fixed economy seat is unbearable! Besides that I can't really find a reason to complain about this airline. I appreciate the little things such as the fiji water bottle the haagen daz ice cream complimentary post cards etc. Customer service is also another plus about this airline as everyone from the check in agent to the in-flight staff provide exceptional customer care. If not only for the uncomfortable seats I would not hesitate in wanting to fly with them again.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,10,Justin Ferido,16th July 2012,Flight on a 767-300 from Okinawa to Narita connecting to Honolulu (via United). Wonderful 2 hour flight. Flight attendants catered to my every need. Check in was crowded in the Economy line due to everybody leaving for summer break. Other than that it was a wonderful time. I can't say the same about the next flight on United.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,David Balladon,16th July 2012,I had never flown ANA before and was pleasantly surprised. I flew from Tokyo to Hong Kong I was actually due to fly with UA but they hired ANA for the flight. I was extremely relieved as UA are dreadful as I had taken them from Guam to Tokyo. ANA was a breath of fresh air. I flew business the seats were the new cradle seats very comfortable. Staff were friendly. There was on demand TV with new movies. They also give you a choice of 2 menus to choose from either Western or Asian. The strange thing is you can't mix and match the menus.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,M Gleeson,9th July 2012,I was very impressed with ANA's latest service standard on a 777-300ER flight from Frankfurt to Tokyo-Narita. With the only exception of this aeroplane type being much noisier than usual near the back this was pretty much as good as any economy class service I have been in. The plane was in a 2-4-3 configuration which gives various group sizes more options than the standard aeroplane layouts. Despite some negative reviews that I have read the fixed shell seats were excellent and gave one all options for what to do on the flight - work or rest. With this type of seat and good legroom one is no longer at the mercy of the passenger in front. The seat design was as good as Singapore's A380's and had top-class in-flight entertainment including the best flight progress maps and data that I have seen. The reason for the flight not being a 10 is the noise.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,2,M Suehiro,9th July 2012,Flew ANA NH 916 from Bangkok to Narita. The check in process was horrible and the customer service agent didn't know how to switch my seats for me when I requested and instead tried to upgrade me into Business class. There was confusion as to whether I could get lounge access since I was booked in economy but I was showing status as a million mile flyer and a Star Gold. At the gate I was told that the cabin was fairly open and I could move to an open aisle seat. I asked for confirmation and an official change on the ticket but was assured it wouldn't be a problem. Once onboard the chief purser was polite but was obviously very distracted with her colleagues and wasn't able to assist me. When it looked like the majority of people had got onboard I asked the flight attendant if it was ok to change seats and was told it was not possible I would have to do it once we are airborne. When the seat belt light came off I attempted to move seats and was again told to take my original seats. For the price of the ticket and the fact I am a 100K mile flyer on the Star Alliance I was not only exasperated at how little flexibility and competence the flight attendants have to ensuring good customer satisfaction.,,,Premium Economy,,,,,,,,1,no
ANA All Nippon Airways customer review,3,J Franklin,3rd July 2012,"6/20/12. Check in was polite and nice. English not too bad at check-in. It was very obvious that she was not comfortable speaking in English and she ""spoke"" more with sign language than words. Economy line was very long and there was no one to attend to the line. Mentioned I was a Star Alliance Gold member (United 1K) and asked which lounges can I go to. Was told I was in economy and not eligible. I reminded her Star Gold members can go ahead and access lounges and found the lounge on my own where I was welcomed. Inflight service was nothing special. Rather outdated compared to other airlines flying this same route. I asked the Flight Attendant a question on the US Customs Form and she didn't understand what I was asking so she brought the Purser and was told a completely different thing. The food was sub par and cold. For the price paid I am inclined to leave the Star Alliance and travel on Japan Airlines. They have a try harder spirit recently and it feels nice to be appreciated as a frequent flyer instead of being reminded of an economy class ticket. I often fly UAL but thought I would try ANA since I would get the same mileage accrue. For the price paid it was a disaster.",,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,8,A Fisher,18th June 2012,My flight to Frankfurt and back from Haneda on the 787 was not quite a dream but it was quite nice. The service was especially good. And the washlets were a nice surprise. I doubt that US airlines will see the value in installing them. There was one problem though. I sat in the front row of the rear economy section both ways to enjoy the extra leg room However there are three toilets just in front of that section. And the doors automatically bang shut unless the user holds the door and closes it carefully. It was especially annoying during the lights dimmed sleep period.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,7,K Inouye,18th June 2012,LAX-NRT-LAX on a newly configured 777-300ER and NRT-OKA-NRT on a domestic configured 767-300. ANA has great service and their planes always feel brand new. I was excited to experience their new fixed-back economy seats on the 773ER. Plenty of legroom in the non-reclined position and I love the fact that they configure their 777-300ERs in a 2-4-3 configuration with a double armrest between the pair of four seats. It's also nice not having the person in front of you recline BUT the seats are impossible to sleep in. I won't be flying their Y class again. They're supposed to be introducing a new Prem Econ class soon will look into that next time around. Food was good and plentiful and their flight attendants are spot on. Flights on the domestic 767s were OK enough seat pitch to make a 2 1/2 hour flight bearable. Anything over that might start to get uncomfortable. ANA the fixed-back economy seats didn't work for Cathay and they're certainly not working for you.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,1,A Lim,7th June 2012,My flight from LA to Manila with a stopover in Narita (Tokyo) was extremely uncomfortable in spite of the better seat pitch. The ANA gate is on the extreme edge of the LAX a 10 minute walk from Bradley terminal. Then from the gate you'll have to get a bus - another 10 minutes - to another stand-alone gate structure out in the runway area to board. The cabin was very hot and the seats have no individual air conditioning control. Throughout the 11 hrs flight the florescent light overhead was left on at all times which made it difficult to nap or sleep. The transfer in Narita was also a nightmare. There was a long line to another security check plus another 10 minutes walk and 3 floors down to board the connecting flight to Manila. I've flown several airlines to cities in US Europe and Asia and this is by far the most uncomfortable flight experience I ever had.,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,8,C Jensen,30th May 2012,NRT-SGN return. New business class pod seats in the 767 are ok but certainly not as good as a lie-flat seat (which would be too much to expect on a 6-hour flight). Boarding was orderly. Food was good (I had the Japanese selections) as was the service. Flights in both directions left and arrived on time.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,7,R Kwan,20th May 2012,SIN-NRT-LAX. The seats from SIN-NRT were very small almost unbearable for a 7 hour flight. Food was quite ok but one thing to note about ANA is that their service is excellent. The flight from NRT-LAX was a lot better with a bigger aircraft and much more legroom. Their seats do not really recline but slide forward something I didn't really mind with ample leg room on my NRT-LAX flight but was a huge problem for the smaller aircraft. Overall I guess you get what you pay for and it's quite an affordable choice. I think their flights to the US (and from) are the bigger planes so try to avoid ANA if you're flying within Asia I suppose. Otherwise recommended!,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,6,Christopher David,16th May 2012,I couldn't believe how small the seats were and I'm not a big guy. The food was pretty bad as most airline food is but this was beyond that. Plane was very clean and if I didn't have an exit row seat I would have jumped out of the plane. Staff was very attentive and efficient. As soon as I was notified I had a flight on ANA I registered as a frequent flyer and this is where you can choose your seats not through United where I booked my award flight.,,,Economy Class,,,,,,,,4,no
ANA All Nippon Airways customer review,10,David Venton,24th April 2012,LHR-NRT 777-300ER. Very smooth and enjoyable flight inflight meals delicious and presentable. Flight attendants extremely pleasant and courteous throughout the 11 hour flight every request made was dealt with in a professional and courteous manner. Will definitely travel ANA again in September from LHR.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,7,P Dandoy,22nd April 2012,HKG-NRT return. If you are tall Y class is very small the seat does not recline it slides so you end up with your knees in the seat in front. Still very bearable for a 4 hour flight. The food is good and varied as an economy product. It beats business class fare of many western airlines! I have a gluten free meal which was very nice. The crew make you feel welcome. A little less public announcements which are inaudible anyway would be welcome indeed.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,7,C Kim,1st April 2012,Flew on the newly refurbished 777-300 from Los Angeles to Tokyo-Narita. Check-in was slow. Flight attendants were extremely helpful with my requests and remained consistent in their service. Two meals served and they were both good. The same cannot be said of the seats though as it was not possible to recline them but only have them slide forward which made sleeping impossible. I agree with other reviews with regards to inflight entertainment as it can feel redundant after a couple of hours. Great service and a good enough inflight product.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,Peter Goldsbury,29th March 2012,Hiroshima to Tokyo Haneda and back on the new Boeing 787. Premium Class was full and Economy Class was quite full. Both flights were quite smooth and inflight service which in Economy Class consisted of drinks served in paper cups was clinically efficient. Seats were somewhat hard and would have become uncomfortable on a longer flight. The inflight tracking and entertainment system was sophisticated but ANA have done away with the cameras showing take-off and landing.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,10,T Padilla,28th March 2012,Business class from San Francisco to Narita in early February. Ground staff were friendly and flight attendants were first rate and very attentive. I enjoyed the pod seats that went into flat beds and provided a level of privacy. The western food was very good. Flight attendants offered me a second meal. As a result I asked to let me rest until a particular hour and to be awoken to have the second meal. Inflight entertainment more than adequate.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,10,C Dickens,26th March 2012,I missed my scheduled flight from Okinawa to Tokyo. Staff in Okinawa did everything to get me on another flight so I had a chance to meet my connecting flight. There was a woman waiting for me when I got off the plane and ran with me to the bus to take me to the international side of airport. Very quickly they had a ticket for the Tokyo flight and the rest of my connecting flights back to Orlando. I made it to the gate in time for my connecting flight. I could not have done this if it was not for all the help I got from ANA staff.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,Stephen Guerguy,25th March 2012,SFO-NRT-BKK return. Staff were very attentive constantly coming by with drinks hot towels at the beginning/end of the flight etc. Food was fantastic - Japanese option and American option. They served breakfast and dinner on legs from SFO-NRT return. Only complaint is that the seat didn't recline instead the seat portion slid forward.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,4,P Tracy,22nd March 2012,NRT-ORD March 2012 Boeing 773. ANA desperately needs to update their AVOD entertainment system. There is no excuse for airlines not to have the touch-screen system with larger screens. Still using the 1990s version where one channel = one movie. Plane was clean but didn't seem new.,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,9,R Shankar,22nd March 2012,TPE-NRT in Business. Flights on time the aircraft immaculate and the crew extremely efficient and friendly. Adding to this was the delicious inflight meal and green tea. An airline that knows how to take care of passengers.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,L Ball,21st March 2012,Boeing 767 from Honolulu to Haneda. Flight attendants greeted almost every passenger and service was excellent. Choice of Japanese or Western meal. Flight attendants frequently offering hot hand towels juice and crackers. Inflight entertainment seemed very old-fashioned. Overall great food and service with excellent staff. My only problem was the inflight entertainment.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,,Jan Nattier,17th March 2012,Bangkok to Tokyo (Narita) on a flight that departed just before midnight stunned to find that none of the seats in Economy reclined! This was a 767-300 aircraft. Fight attendants seemed apologetic. No matter how affordable these seats are I do not recommend anyone take this flight unless he/she intends to stay awake and work all night sleeping the next day (without a connecting flight)!,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,10,Mark Carter,28th February 2012,NRT-ORD F Class. Fantastic flight FA's very professional. Food drink and quality of seat all as they should be.,,,First Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,5,Jean-Baptiste Legrand,25th February 2012,SFO-NRT on B777-300. Upon boarding the cabin looked new and clean but the niceness ended there. ANA's new fixed-back economy seat was the most uncomfortable seat I have had the misfortune to sit in. The legroom was not great but once the seat slouched forward the legroom became non-existent. FAs were polite and had a permanent rather fake-looking smile plastered their faces the entire flight. The first meal service was tasty and filling. The second meal was Western and not very good. The seat-back PTVs were good-sized however the selection of entertainment mostly Japanese/East Asian.,,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,4,A Tsai,4th February 2012,Nice service attitude affordable clean bathrooms and sometimes decent food. However the flight attendants have poor English language skills. I had to translate what they said to many other Americans during the flight. On another flight (Japan to Taiwan) flight attendants don't even speak Mandarin/Chinese which makes me wonder why because many Chinese people travel that flight route. The food varies each time. I had great in flight meals in early 2011 (April-June) but towards the end of 2011 the food got worse in quality. Hope they can improve in 2012. Their economy seats are uncomfortable. The seats do not recline at all do not recommend for long flights.,,,Economy Class,,,,,,,,4,no
ANA All Nippon Airways customer review,10,R Gamba,27th January 2012,MNL-NRT-SFO in Business Class. Both flight segments were perfect. Service was second to none. Flight attendants were friendly and helpful. Food offering in the lounge and onboard were amazing. Planes were clean. Love the new staggered configuration on the NRT-SFO segment especially the small cabin between the first class and the main business class cabin. The sleepwear provided made for a comfortable sleep.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,K Suzuki,26th January 2012,Washington DC-Tokyo frequent flyer. I usually fly business class but I booked Premium Economy. Service and meals are always excellent (meals not so good in economy class). I wish Washington DC got the same equipment as New York. The new business class staggered looks so much better.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,8,T Orr,24th January 2012,MUC-NRT in Economy as part of a Star Alliance RTW. Managed to get an exit row window plenty of legroom and able to get a decent night's sleep. Good selection of English and Japanese programmes on IFE. Food unimpressive but edible and selection of drinks was more than adequate. Service impeccable - FAs were lovely helpful and quick to respond to requests. Nearly an hour late leaving MUC due to traffic and de-icing but we were kept well-informed and still landed at NRT on time. Will use ANA again.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,P Micallef,21st January 2012,SFO to Narita onward to Manila in the new business class cabin. I was impressed at the high levels of service. The food was good and plentiful. Entertainment options on AVOD could be better though I did find things to watch. Amenities were made available in the bathrooms no individual amenity kit given out in business but you get a pair of slippers. It was the first time with ANA and will not be the last they have an excellent product fine service and efficient.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,Paul Devinsky,18th January 2012,Wonderful customer service flying from Washington Dulles to Narita yesterday. I arrived late to Dulles airport - about 35 or 40 minutes prior to the scheduled departure and after the computer closed the flight. One of the ground crew called to the gate - had the flight reopened checked me in and escorted me through security to the gate and right to my seat! Every few minutes he alerted the gate crew of our progress and exact location by walkie talkie.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,7,B Cheng,17th January 2012,Bangkok-Narita-San Francisco. Inflight service excellent on both sectors with a good selection of food. Narita- San Francisco had the new staggered layout which is very comfortable. However the transfer at Narita was terrible. Only two out of the three security stations were staffed. Stood in line waiting to go through the transfer security check for over 45 minutes. By the time I was through security the San Francisco flight was already boarding and I was unable to use the lounge. With ANA adding more international flights out of Narita I can imagine that this is only going to get worse.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,9,B Orana,11th January 2012,Singapore to New York City. The seats are designed to recline without moving the piece in front of the person behind you also making mealtimes easier. I usually travel Singapore Airlines but I am forced to conclude this was better. The only downsides were the entertainment being all in Japanese except for a few romantic comedies and the limited speciality meal selection. Unless you like real Japanese food avoid this. Staff were fantastic. The price was excellent given that it was their standard and being part of Star Alliance I was able to collect all the miles on my Krisflyer card.,,,Economy Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,10,A Huynh,12th December 2011,NRT-SGN. Flight departed a little late but we arrived on time in Vietnam. Flight staff were very friendly and food was excellent. The aircraft was clean and seats we comfortable. I would definitely flight ANA again.,,,Business Class,,,,,,,,4,yes
ANA All Nippon Airways customer review,5,V Singh,2nd December 2011,"NRT to IAD. Excellent service great on-demand entertainment. Exceptionally small economy seats. According to Seatguru the seats are 2"" thinner than most airlines and you can definitely feel it. For such long flights I suggest choosing SQ or UA instead of ANA.",,,Economy Class,,,,,,,,1,no
ANA All Nippon Airways customer review,9,Ron Kuhlmann,28th November 2011,SFO-NRT-MNL in Y. Nice B773 attentive crew and service. The meals were not especially pretty to look at but were tasty and far more rewarding than their appearance. Seat comfort was ok but less so than United's Economy Plus. Overall a pleasant experience and would recommend ANA to others.,,,Economy Class,,,,,,,,4,yes
